rank,tier,score,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,deduct_ratio,ocf_to_profit,debt_ratio,goodwill_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,mktcap_yi,risk_notes,fail_reasons
3199,-,15.0,688350,富淼科技,34.53,3453,化学制品,1,1.1,17.4,1.1,426.8,-50.9,0.85,15.75,47.3,0.0,171.38,,0.58,-50.3,-1328.2,2.68,49.5,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3200,-,15.0,688347,华虹宏力,336.30,33630,半导体,1,0.8,18.7,2.2,-1.0,-50.0,0.59,13.25,37.0,0.0,1184.37,,0.08,-49.9,-9769.8,12.92,5843.8,扣非比59%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3201,-,15.0,688306,均普智能,10.10,1010,自动化设备,1,0.7,21.9,0.5,49.1,-33.9,0.50,6.55,60.9,0.4,1535.07,,0.07,-33.8,-12692.2,7.13,124.1,扣非比50%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3202,-,15.0,688295,中复神鹰,60.54,6054,化学纤维,1,2.1,17.5,4.4,177.3,-45.8,0.73,3.79,55.0,0.0,317.02,,0.32,-45.5,-2541.8,11.54,544.9,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3203,-,15.0,688226,威腾电气,42.83,4283,电网设备,1,1.8,11.1,0.8,-67.9,-24.2,0.94,7.67,65.5,0.0,348.47,,0.29,-67.6,-2803.9,4.20,84.0,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3204,-,15.0,688203,海正生材,9.98,998,塑料,1,0.7,10.7,1.2,-72.2,-40.6,0.60,2.06,27.9,0.0,189.43,,0.53,-71.7,-1478.6,1.37,20.2,扣非比60%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3205,-,15.0,688199,久日新材,34.53,3453,化学制品,1,1.1,15.7,1.9,151.4,-14.0,0.65,1.70,35.9,0.0,115.19,,0.87,-13.1,-859.9,2.16,55.7,扣非比65%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3206,-,15.0,688153,唯捷创芯,32.12,3211,半导体,1,1.1,25.3,1.9,283.9,-6.5,0.60,18.00,14.9,0.0,1014.45,,0.10,-6.4,-8353.8,3.48,138.2,扣非比60%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3207,-,15.0,301658,首航新能,26.97,2697,光伏设备,1,5.2,29.0,6.1,-39.4,-43.0,1.15,1.79,41.8,0.0,160.16,,0.62,-42.4,-1234.7,3.52,111.2,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3208,-,15.0,301578,辰奕智能,20.39,2039,黑色家电,1,2.7,18.2,3.1,-46.0,-34.0,0.84,2.39,33.8,0.0,166.21,,0.60,-45.4,-1285.1,2.37,21.6,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3209,-,15.0,301526,国际复材,46.67,4667,玻璃玻纤,1,3.4,18.7,3.1,177.0,-38.0,0.97,6.56,59.5,0.0,359.17,,0.28,-37.7,-2893.1,20.80,1759.9,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3210,-,15.0,301487,盟固利,19.15,1914,电池,1,1.4,8.0,1.2,138.1,-33.5,0.51,12.72,51.0,0.0,125.57,,0.80,-32.7,-946.4,4.56,88.0,扣非比51%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3211,-,15.0,301396,宏景科技,331.60,33160,IT服务Ⅱ,0,2.2,21.3,2.2,134.9,-25.2,1.10,71.44,76.4,0.0,2033.12,,0.05,-25.1,-16842.7,59.02,712.7,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3212,-,15.0,301392,汇成真空,288.64,28864,专用设备,1,3.0,23.5,4.7,-67.3,-32.2,1.00,10.30,43.2,0.0,696.78,,0.14,-67.2,-5706.5,38.63,288.6,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3213,-,15.0,301388,欣灵电气,23.32,2332,电网设备,1,2.2,22.6,4.4,38.1,-29.6,0.67,4.03,18.7,0.0,106.72,,0.94,-28.6,-789.3,2.48,23.9,扣非比67%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3214,-,15.0,301356,天振股份,26.27,2627,家居用品,1,2.8,18.6,5.4,326.2,-39.4,0.79,2.52,8.2,0.0,59.46,,1.68,-37.8,-395.5,1.92,56.7,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3215,-,15.0,301265,华新科技,27.55,2755,环境治理,1,2.9,21.0,7.0,27.3,-18.6,0.92,2.18,16.1,0.0,102.34,,0.98,-17.6,-752.8,3.98,83.5,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3216,-,15.0,301234,五洲医疗,32.89,3289,医疗器械,1,2.5,14.6,4.1,-52.7,-35.7,0.76,3.88,12.4,0.0,104.95,,0.95,-51.8,-774.6,2.96,22.4,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3217,-,15.0,301229,纽泰格,12.12,1212,汽车零部件,1,3.8,20.7,3.5,-29.2,-2.9,0.92,3.00,33.4,0.0,115.20,,0.87,-28.4,-860.0,1.78,22.0,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3218,-,15.0,301226,祥明智能,33.19,3319,电机Ⅱ,1,1.8,21.2,3.3,-43.4,-36.5,0.93,5.03,13.1,0.0,345.36,,0.29,-43.1,-2778.0,4.00,36.1,动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3219,-,15.0,301212,联盛化学,23.35,2335,化学制品,1,1.0,11.6,2.0,-19.7,-57.7,0.85,7.69,23.4,0.0,287.60,,0.35,-57.3,-2296.7,1.88,25.2,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3220,-,15.0,301178,天亿马,49.75,4975,IT服务Ⅱ,1,1.0,26.2,1.6,115.1,-42.6,0.45,4.38,45.4,0.0,591.47,,0.17,-42.4,-4828.9,5.96,46.3,扣非比45%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3221,-,15.0,301150,中一科技,63.11,6311,电池,1,1.8,6.0,1.1,177.6,-45.9,0.39,4.18,50.0,0.0,146.65,,0.68,-45.2,-1122.1,5.67,204.4,扣非比39%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3222,-,15.0,301137,哈焊华通,34.36,3436,通用设备,1,2.7,12.4,2.1,-7.3,-6.6,0.62,2.50,38.9,0.0,163.63,,0.61,-6.7,-1263.6,4.55,62.5,扣非比62%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3223,-,15.0,301135,瑞德智能,16.47,1647,家电零部件Ⅱ,1,2.2,17.5,1.9,-28.7,-15.1,0.85,5.81,38.5,0.0,125.50,,0.80,-27.9,-945.8,1.78,21.4,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3224,-,15.0,301122,采纳股份,29.41,2941,医疗器械,1,0.3,22.4,1.6,-89.4,-67.4,-1.60,3.05,8.1,0.0,325.37,,0.31,-89.1,-2611.4,1.95,36.0,扣非比-160%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3225,-,15.0,301121,紫建电子,32.02,3202,电池,1,0.4,20.9,0.5,-91.0,-44.7,-2.00,7.84,44.4,0.2,6863.01,,0.01,-90.9,-57091.8,1.91,31.6,扣非比-200%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3226,-,15.0,301081,严牌股份,13.68,1368,环保设备Ⅱ,1,1.6,25.0,1.9,-58.8,-35.2,0.75,2.22,53.2,0.0,395.33,,0.25,-58.6,-3194.4,2.84,32.0,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3227,-,15.0,301079,邵阳液压,33.64,3364,工程机械,1,1.2,24.3,2.1,-8.8,-51.2,0.40,7.36,48.5,0.0,452.24,,0.22,-51.0,-3668.7,7.68,36.6,扣非比40%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3228,-,15.0,301057,汇隆新材,23.00,2300,化学纤维,1,4.6,14.6,3.7,13.5,-4.7,0.77,3.53,57.5,0.0,68.79,,1.45,-3.3,-473.2,3.53,26.9,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3229,-,15.0,301045,天禄科技,89.08,8908,光学光电子,1,3.2,22.8,5.6,19.7,6.0,0.72,3.48,20.8,0.0,268.28,44.70,0.37,6.4,-2135.7,9.57,98.3,增速或为单年爆发(同比远高于CAGR),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3230,-,15.0,301017,漱玉平民,13.04,1304,医药商业,0,5.8,26.2,1.1,160.5,-20.7,0.18,7.07,75.6,1.0,53.44,,1.87,-18.9,-345.3,2.62,52.9,扣非比18%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3231,-,15.0,301012,扬电科技,23.49,2349,电网设备,1,3.4,10.5,3.1,-44.1,-15.8,0.90,4.82,23.7,0.0,103.40,,0.97,-43.2,-761.7,3.91,46.3,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3232,-,15.0,301010,晶雪节能,16.29,1629,装修建材,1,1.0,13.7,1.0,-72.2,-40.6,1.05,6.68,42.3,0.0,235.15,,0.43,-71.7,-1859.6,2.12,17.6,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3233,-,15.0,301008,宏昌科技,25.60,2560,家电零部件Ⅱ,1,2.5,13.2,2.9,-37.4,-21.3,0.48,4.88,32.6,0.0,150.04,,0.67,-36.7,-1150.3,2.23,33.5,扣非比48%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3234,-,15.0,300997,欢乐家,13.55,1355,饮料乳品,1,4.1,29.6,2.9,-70.0,-39.9,0.93,1.92,45.7,0.0,125.18,,0.80,-69.2,-943.2,5.92,58.9,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3235,-,15.0,300946,恒而达,39.39,3939,通用设备,1,3.1,26.8,5.6,-57.8,-27.1,0.96,2.96,27.5,0.0,196.99,,0.51,-57.3,-1541.6,5.22,61.5,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3236,-,15.0,300936,中英科技,110.30,11030,元件,1,0.2,17.5,0.9,-93.3,-60.5,-3.30,3.38,12.2,0.0,9461.02,,0.01,-93.3,-78741.8,8.23,82.9,扣非比-330%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3237,-,15.0,300909,汇创达,58.22,5822,光学光电子,1,0.7,25.3,1.0,-85.4,-51.5,0.67,10.04,40.3,0.1,504.34,,0.20,-85.2,-4102.8,5.05,100.7,扣非比67%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3238,-,15.0,300901,中胤时尚,14.77,1477,服装家纺,1,0.4,17.8,1.1,111.7,-62.5,-0.50,6.01,18.5,0.0,488.45,,0.20,-62.3,-3970.4,3.66,35.4,扣非比-50%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3239,-,15.0,300834,星辉环材,41.80,4180,塑料,1,1.7,2.5,3.8,-48.3,-28.9,0.89,2.36,29.0,0.0,153.38,,0.65,-47.7,-1178.2,2.83,81.0,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3240,-,15.0,300822,贝仕达克,11.70,1170,消费电子,1,1.0,24.1,1.5,-78.0,-35.5,0.95,3.99,19.6,0.0,154.09,,0.65,-77.3,-1184.1,2.93,36.4,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3241,-,15.0,300814,中富电路,204.50,20450,元件,1,2.1,15.0,1.6,-23.5,-33.4,0.88,3.41,49.6,0.0,1028.54,,0.10,-33.3,-8471.2,23.90,391.5,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3242,-,15.0,300806,斯迪克,112.00,11200,塑料,1,2.7,22.0,2.0,10.0,-28.9,0.46,4.56,66.9,0.0,769.96,,0.13,-28.8,-6316.3,21.75,507.7,扣非比46%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3243,-,15.0,300804,广康生化,31.26,3126,农化制品,1,3.0,24.1,5.4,17.4,-24.9,0.93,1.99,38.3,0.0,100.45,,1.00,-23.9,-737.1,1.71,23.1,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3244,-,15.0,300796,贝斯美,6.29,629,农化制品,1,1.6,17.0,1.6,173.2,-46.0,0.88,1.98,46.6,0.2,2160.67,,0.05,-46.0,-17905.6,1.33,22.7,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3245,-,15.0,300712,永福股份,21.41,2141,专业工程,1,1.9,19.0,1.4,-35.1,-34.5,-0.18,12.62,65.0,0.0,576.80,,0.17,-34.9,-4706.7,3.16,40.2,扣非比-18%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3246,-,15.0,300707,威唐工业,11.18,1118,汽车零部件,1,2.5,22.5,3.6,40.2,-20.3,0.77,7.83,38.2,0.0,73.50,,1.36,-18.9,-512.5,1.78,19.7,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3247,-,15.0,300691,联合光电,15.81,1581,计算机设备,1,0.6,25.1,0.5,-76.0,-45.1,-5.67,15.03,47.7,0.0,144.75,,0.69,-75.3,-1106.2,2.59,42.5,扣非比-567%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3248,-,15.0,300689,澄天伟业,70.18,7018,通信设备,1,2.2,18.1,3.7,32.8,-28.7,0.46,3.25,13.1,0.0,1166.44,,0.09,-28.6,-9620.3,11.80,81.1,扣非比46%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3249,-,15.0,300678,中科信息,22.40,2240,IT服务Ⅱ,1,1.7,18.2,2.2,49.4,-34.2,0.73,3.32,38.3,0.0,421.16,,0.24,-33.9,-3409.7,7.88,66.4,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3250,-,15.0,300668,杰恩股份,59.95,5995,工程咨询服务Ⅱ,1,1.9,25.2,2.7,223.9,-13.4,1.00,1.63,35.2,0.0,723.05,,0.14,-13.3,-5925.4,9.25,72.2,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3251,-,15.0,300606,金太阳,42.56,4256,通用设备,1,3.0,23.1,3.7,221.4,-8.3,1.00,7.64,44.5,0.0,293.98,,0.34,-8.0,-2349.8,8.94,58.9,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3252,-,15.0,300568,星源材质,18.72,1872,电池,1,0.4,23.0,0.9,-90.0,-63.0,-1.49,20.52,59.3,0.0,1478.40,,0.07,-89.9,-12220.0,2.87,279.9,扣非比-149%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3253,-,15.0,300549,优德精密,13.02,1302,专用设备,1,1.4,26.1,2.5,-42.2,-34.7,0.33,8.51,20.9,0.0,323.77,,0.31,-41.9,-2598.1,3.19,17.4,扣非比33%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3254,-,15.0,300517,海波重科,9.42,942,专业工程,1,0.2,12.7,0.8,-92.3,-67.5,-2.00,102.70,25.2,0.0,407.78,,0.25,-92.0,-3298.2,1.84,18.9,扣非比-200%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3255,-,15.0,300499,高澜股份,38.70,3870,专用设备,1,2.1,28.9,2.9,156.4,-53.7,2.00,4.04,36.9,0.0,386.90,,0.26,-53.5,-3124.2,8.61,118.1,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3256,-,15.0,300494,盛天网络,8.43,843,游戏Ⅱ,1,1.6,21.4,1.9,108.7,-53.4,0.36,3.61,10.6,0.0,2673.40,,0.04,-53.3,-22178.3,2.86,41.3,扣非比36%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3257,-,15.0,300425,中建环能,3.74,374,环境治理,1,0.5,24.4,0.8,-85.9,-59.8,0.41,18.92,44.9,0.1,171.07,,0.58,-85.3,-1325.6,1.08,25.5,扣非比41%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3258,-,15.0,300420,五洋自控,9.46,946,通用设备,1,2.0,27.9,5.5,154.0,-4.7,-0.32,4.02,22.1,0.1,240.49,,0.42,-4.2,-1904.1,4.46,105.6,扣非比-32%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3259,-,15.0,300411,金盾股份,7.11,711,专用设备,1,1.1,25.0,3.1,-15.0,-7.6,-3.97,12.24,33.8,0.0,906.77,,0.11,-14.9,-7456.4,3.00,28.9,扣非比-397%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3260,-,15.0,300355,蒙草生态,2.75,275,基础建设,1,0.5,21.0,0.8,-42.6,-52.1,1.00,20.04,67.9,0.0,178.26,,0.56,-51.5,-1385.5,1.05,44.1,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3261,-,15.0,300351,永贵电器,16.50,1650,轨交设备Ⅱ,1,2.5,25.0,2.8,-50.3,-26.1,0.88,3.66,47.4,0.0,366.83,,0.27,-50.0,-2956.9,2.65,64.2,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3262,-,15.0,300283,温州宏丰,20.55,2055,电网设备,1,2.6,11.7,0.7,134.2,-6.0,1.60,2.37,68.1,0.0,105.83,,0.94,-5.1,-781.9,8.77,102.1,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3263,-,15.0,300277,汽轮科技,15.04,1504,IT服务Ⅱ,1,0.5,25.8,1.1,-76.3,-39.8,0.17,9.87,43.3,0.0,497.80,,0.20,-76.1,-4048.3,2.26,228.1,扣非比17%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3264,-,15.0,300265,通光线缆,20.68,2068,电网设备,1,1.4,15.1,1.3,-31.4,-26.7,0.71,6.31,31.1,0.0,316.04,,0.32,-31.1,-2533.7,4.12,96.7,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3265,-,15.0,300258,精锻科技,11.03,1103,汽车零部件,1,2.9,23.9,6.3,-19.5,-19.6,0.60,3.38,35.7,0.0,70.68,,1.41,-18.2,-489.0,1.38,64.5,扣非比60%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3266,-,15.0,300243,瑞丰高材,21.74,2174,塑料,1,2.7,15.1,1.5,37.4,-20.8,1.00,4.09,50.6,0.0,134.21,,0.75,-20.1,-1018.4,4.29,60.8,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
